title;duration;certificate;genre;rating;directors;stars
Formentera Lady;85 min;NA;Comedy, Drama;6.6;Pau Durà;José Sacristán, Sandro Ballesteros, Nora Navas, Jordi Sánchez
Mehsampur;99 min;NA;Drama;7.1;Kabir Chowdhry;Lal Chand, Devrath Joshi, Navjot Randhawa, Jagjeet Sandhu
The Mover;90 min;NA;Family;7.7;Davis Simanis Jr.;Arturs Skrastins, Lauma Balode, Dainis Grube, Ilze Blauberga
Lasso;97 min;NA;Horror, Thriller;6.0;Evan Cecil;Sean Patrick Flanery, Lindsey Morgan, Andrew Jacobs, Karen Grassle
HeadShop;NA;NA;Comedy;NA;Kim Bass;Keith David, Nicole Ari Parker, Michael Jai White, Marla Gibbs
Animales sin collar;NA;12;Thriller;6.2;Jota Linares;Natalia de Molina, Daniel Grao, Natalia Mateo, Ignacio Mateos
Bidai Byomkesh;121 min;NA;Drama;5.4;Debaloy Bhattacharya;Rupankar Bagchi, Rahul Banerjee, Bidipta Chakraborty, Abir Chatterjee
Wild Honey Pie;87 min;NA;Drama;7.0;Jamie Adams;Richard Elis, Brett Goldstein, Jemima Kirke, Alice Lowe
The Second;94 min;NA;Mystery, Thriller;5.0;Mairi Cameron;Rachael Blake, Susie Porter, Vince Colosimo, Martin Sacks
Red Forrest;75 min;NA;Horror;8.0;Johnny Reeves;Ryan Barboza, Gentry Brys, Aaron Cravens, Lonnie Cravens
Megan's Christmas Miracle;NA;NA;Family;NA;Deven Bromme, Jason Campbell;Mallory Bell, Nevaeh Brinkley, Deven Bromme, Dean Cain
The Scoundrels;105 min;NA;Action;7.8;Tzu-Hsuan Hung;Kang Ren Wu, J.C. Lin, Nikki Hsieh, Chien-Na Lee
A Woman's Nightmare;NA;NA;Drama, Thriller;NA;Brian Skiba;Gina Holden, Johnny Lee, Corin Nemec, Alexandria DeBerry
Metti la nonna in freezer;100 min;NA;Comedy;6.1;Giancarlo Fontana, Giuseppe Stasi;Fabio De Luigi, Miriam Leone, Lucia Ocone, Marina Rocco
Kralj Petar I: U slavu Srbije;85 min;NA;Drama, History, War;NA;Petar Ristovski;Lazar Ristovski, Radovan Vujovic, Milan Kolak, Ivan Vujic
Deception Road;NA;NA;Comedy, Drama, Thriller;NA;Max Mayer;Alice Eve, Finn Wittrock, Thomas Haden Church, Dash Mihok
American Woman;NA;NA;Drama;NA;Semi Chellas;Hong Chau, Sarah Gadon, Ellen Burstyn, John Gallagher Jr.
Better Than Love;95 min;NA;Drama, Romance;NA;Ted Carney;Andrew Lawrence, Alexandra Rodriguez, Matthew Lawrence, DeRon Brigdon
Conspiracy X;NA;NA;Horror;NA;Marina Akarepi, Britmic, Dustin Ferguson, Jason Impey, Kieran Johnston, Sam Mason-Bell, Martin W. Payne, Noel J. Rainford, Rob Ulitski, Michael J. Epstein;Sophia Cacciola, Martin W. Payne, Sam Mason-Bell, Jessica Hunt
7 Nyeon-eui bam;123 min;NA;Action, Drama, Thriller;5.8;Chang-min Choo;Seung-ryong Ryu, Dong-Gun Jang, Kyung-pyo Go, Jong Hee Moon
Yucatán;129 min;7;Comedy;5.6;Daniel Monzón;Luis Tosar, Rodrigo De la Serna, Joan Pera, Stephanie Cayo
Ellen: The Ellen Pakkies Story;123 min;NA;Drama;8.6;Daryne Joshua;St John Alexandre, Anray Aminsure, Clint Brink, Abbi Crail
Legionnaire's Trail;NA;NA;Action, Adventure, History;NA;Jose Magan;Mickey Rourke, Lance Henriksen, Bai Ling, Max Matveev
Kensatsu gawa no zainin;123 min;NA;Mystery;6.8;Masato Harada;Takuya Kimura, Kazunari Ninomiya, Yuriko Yoshitaka, Takehiro Hira
Morto Não Fala;110 min;NA;Horror, Mystery, Thriller;5.6;Dennison Ramalho;Daniel de Oliveira, Fabiula Nascimento, Bianca Comparato, Marcos Kligman
Say My Name;NA;NA;Comedy;NA;Jay Stern;Lisa Brenner, Nick Blood, Celyn Jones, Mark Bonnar
Intimate Strangers;115 min;NA;Comedy, Drama;6.3;J.Q. Lee;Jin-Woong Cho, Ji-Soo Kim, Seo-jin Lee, Ha-yoon Song
Accommodations;NA;NA;Comedy;NA;Amy Miller Gross;Kat Foster, Patrick Heusinger, Deborah Rush, Mark Linn-Baker
Finding Julia;NA;NA;Drama, Mystery;NA;Igor Sunara;Ha Phuong, Andrew McCarthy, Richard Chamberlain, Kieu Chinh
Alpha Wolf;NA;NA;Horror;NA;Kevin VanHook;Casper Van Dien, Patrick Muldoon, Jennifer Wenger, Robert Allen Mukes
Freshman Year;NA;NA;Drama;NA;Jude Okwudiafor Johnson;Gregory Alan Williams, Diallo Thompson, Benjamin A. Onyango, Natalia Dominguez
Intensive Care;80 min;NA;Action, Crime, Horror;3.9;Jared Bentley;Tara Macken, Jai Rodriguez, Kevin Sizemore, Jose Rosete
We Are Boats;NA;NA;Fantasy;NA;James Bird;Luke Hemsworth, Angela Sarafyan, Booboo Stewart, Graham Greene
The Night Sitter;88 min;NA;Comedy, Horror;5.1;Abiel Bruhn, John Rocco;Elyse Dufour, Jack Champion, Jermaine Rivers, Amber Neukum
Bully;NA;NA;Comedy;6.4;Santino Campanelli;Tucker Albrizzi, Ron Canada, Danny Trejo, Vincent Pastore
Namdev Bhau;84 min;NA;Adventure;8.2;Dar Gai;Arya Dave, Namdev Gurav, Zoya Hussain
Ee. Ma. Yau;120 min;NA;Comedy, Drama;8.5;Lijo Jose Pellissery;Chemban Vinod Jose, Vinayakan, Dileesh Pothan, Kainakary Thankaraj
Surviving the Wild;87 min;PG-13;Action, Adventure, Family;6.2;Patrick Alessandrin;Jon Voight, Jamie Kennedy, Vail Bloom, Aidan Cullen
Génesis;120 min;NA;Drama;6.7;Árpád Bogdán;Milán Csordás, Anna Marie Cseh, Eniko Anna Illesi, Lídia Danis
Genius;NA;NA;Drama;7.5;Suseenthiran;Roshan
Tito e os Pássaros;73 min;NA;Animation, Action, Drama;7.5;Gabriel Bitar, André Catoto, Gustavo Steinberg;NA
Peel;NA;R;Drama;NA;Rafael Monserrate;Emile Hirsch, Amy Brenneman, Garrett Clayton, Yaya DaCosta
We Only Know So Much;NA;NA;Drama;8.7;Donal Lardner Ward;Jeanne Tripplehorn, Damian Young, Loudon Wainwright III, Virginia Robinson
Shifting Gears;102 min;NA;Action, Comedy, Family;5.1;Jason Winn;C. Thomas Howell, Brooke Langton, John Ratzenberger, M. Emmet Walsh
Chien de garde;87 min;NA;Drama;7.3;Sophie Dupuis;Théodore Pellerin, Jean-Simon Leduc, Paul Ahmarani, Maude Guérin
The Grizzlies;102 min;NA;Biography, Drama;8.5;Miranda de Pencier;Jack Anawak, Fred Bailey, Seth Burke, Mary Buscemi
Shikari;109 min;NA;Comedy, Drama;6.9;Viju Mane;Mrinmayee Deshpande, Bharat Ganeshpure, Siddarth Jadhav, Suvrat Joshi
Adam & Eve;NA;NA;Drama;NA;Dmitriy Kashuba;Tim Aitken Smith, Yiannis Alexiou, Nino Anjaparidze, Vladi Baloyan
The Broken Ones;80 min;NA;Drama;8.2;Elyse Niblett-Russell;Meg Donnelly, Margaret Colin, Luke Guldan, James Russo
Las grietas de Jara;94 min;NA;Drama, Mystery, Thriller;6.3;Nicolás Gil Lavedra;Oscar Martínez, Joaquín Furriel, Soledad Villamil, Sara Sálamo
Pups Alone: A Christmas Peril;NA;NA;Comedy, Family;NA;Alex Merkin;Dolph Lundgren, Eric Roberts, Isadora Swann, Stelio Savante
Terror Talk;89 min;NA;Horror;3.2;Brian Jalbert, Jake Jalbert;David Velez, Sean Michael Gloria, Karleigh Chase, Daniel Wachs
Asbury Park;NA;NA;Drama;NA;Peter Dobson;Ryan Guzman, Dominique Swain, Sofia Carson, Cayden Boyd
Stillwater;92 min;NA;Mystery, Thriller;5.1;Nino Aldi;Carlena Britch, Tyler Ritter, Eric Michael Roy, Travis Quentin Young
Abe;NA;NA;Family;NA;Fernando Grostein Andrade;Dagmara Dominczyk, Mark Margolis, Noah Schnapp, Alexander Hodge
Sanky Panky 3;100 min;NA;Comedy;7.5;Eduardo Ortíz;Ramiro 'Ramir' Delgado Ruiz, Jazmín Caratini, Fausto Mata, Jorge Pabón
Bocadillo;75 min;NA;Comedy;1.5;Wismichu;Joaquín Albero, David Cajal, María Rubio, Wismichu
Homo Novus;NA;NA;Comedy;7.4;Anna Viduleja;Ivars Auzins, Gundars Abolins, Aurelija Anuzhite, Juris Bartkevics
Doubting Thomas;86 min;NA;Drama;8.8;Will McFadden;Will McFadden, Sarah Butler, Jamie Hector, Melora Walters
Never Not Love You;100 min;NA;Drama, Romance;7.3;Antoinette Jadaone;James Reid, Nadine Lustre, Richard Bevan, Lucy Cates
Zhao dao ni;102 min;NA;Drama, Mystery;6.4;Yue Lü;Chen Yao, Yili Ma, Wenkang Yuan, Huan Qi
Sofra sirlari;NA;NA;Drama;7.0;Ümit Ünal;Ferit Aktug, Fatih Al, Firat Altunmese, Elit Cam
The Wrong Cruise;89 min;NA;Thriller;5.3;David DeCoteau;Vivica A. Fox, Andres Londono, William McNamara, Dominique Swain
Midnight Climax;NA;NA;Drama, Thriller;NA;Joseph Sorrentino;Jaime Ray Newman, Jason Patric, Anson Mount, Alon Aboutboul
Vishwaroopam 2;145 min;NA;Action, Thriller;6.3;Kamal Haasan;Kamal Haasan, Rahul Bose, Shekhar Kapur, Pooja Kumar
Motocross;NA;NA;Sport;NA;Alex Ranarivelo;Michael Roark, Trace Adkins, Ali Afshar, Allison Paige
Så længe jeg lever;110 min;NA;Biography, Drama;7.0;Ole Bornedal;Rasmus Bjerg, Henrik Noël Olesen, Harald Kaiser Hermann, Rikke Louise Andersson
See You Soon;NA;R;Drama, Romance;NA;David Mahmoudieh;Poppy Drayton, Harvey Keitel, Liam McIntyre, Oleg Taktarov
El Badla;100 min;NA;Action, Comedy;7.1;Mohammad Adel;Akram Hosny, Tamer Hosny, Amina Khalil
Cold November;93 min;NA;Drama;8.6;Ismet Sijarina;Kushtrim Hoxha, Adriana Matoshi, Emir Hadzihafizbegovic, Fatmir Spahiu
Chasing the Rain;NA;NA;Drama;NA;Cynthia Gus;Matt Lanter, Hallee Hirsh, William Russ, Eric Tiede
Inhumane;79 min;NA;Thriller;3.0;Ryan Smithee;Michelle Money, Jason James Richter, Matt Martin, Justin Armstrong
Foster Boy;NA;NA;Drama;NA;Youssef Delara;Shane Paul McGhie, Matthew Modine, Michael Hyatt, Michael Beach
Börü;NA;NA;Action, Thriller, War;NA;Can Emre, Cem Özüduru;Ahu Türkpençe, Serkan Çayoglu, Emir Benderlioglu, Murat Arkin
Slasher Party;NA;NA;Horror;NA;Tony Villalobos;Danny Trejo, Tommy 'Tiny' Lister, Sarah McDaniel, Ray J
The Cleansing Hour;NA;NA;Horror;NA;Damien LeVeck;Ryan Guzman, Kyle Gallner, Joanna David, Emma Holzer
Eye for an Eye;NA;NA;Action, Thriller;NA;Stephen Lambert;Alex Sturman, Clayton Haymes, David Chattam, David E. Ballard
Bécassine!;102 min;NA;Adventure, Comedy, Family;5.7;Bruno Podalydès;Emeline Bayart, Karin Viard, Maya Compagnie, Denis Podalydès
Fatal Crossing;95 min;NA;Drama;4.2;Liam Hughes;James Chen, Noah Robbins, Dree Hemingway, Nick Mennell
Behind the Walls;91 min;R;Horror;4.0;James Kondelik, Jon Kondelik;Vanessa Angel, Reggie Lee, Lew Temple, Hutch Dano
Howlers;92 min;NA;Action, Horror, Western;NA;Josh Ridgway;Sean Patrick Flanery, Chelsea Edmundson, Chad Michael Collins, James Wlcek
Daana Paani;105 min;NA;Family;7.9;Taranvir Singh Jagpal;Jimmy Sheirgill, Simi Chahal, Gurpreet Ghuggi, Tarsem Jassar
BOO!;91 min;NA;Drama, Horror, Mystery;NA;Luke Jaden;Aurora Perrineau, Jaden Piner, Jill Marie Jones, Rob Zabrecky
Nate & Al;NA;NA;Drama;NA;Ralph Ziman;Richard Dreyfuss, Josh Peck
The Bad Man;106 min;NA;Horror;8.6;Scott Schirmer;Ellie Church, Arthur Cullipher, Jason Crowe, Dave Parker
Agnyaathavaasi;158 min;NA;Action, Drama;4.9;Trivikram Srinivas;Pawan Kalyan, Keerthi Suresh, Anu Emmanuel, Aadhi
El Complot Mongol;100 min;NA;Crime, Thriller;NA;Sebastian del Amo;Eugenio Derbez, Bárbara Mori, Damián Alcázar, Hugo Stiglitz
Bulbul Can Sing;95 min;NA;Drama;7.4;Rima Das;Pakija Begam, Arnali Das, Manabendra Das, Manoranjan Das
Dead Women Walking;NA;NA;Crime, Drama;6.9;Hagar Ben-Asher;June Carryl, Maya Lynne Robinson, Joy Nash, Ashton Sanders
Beware the Eye of Amun-Ra;90 min;NA;Adventure, Comedy, Horror;4.3;Chris Starmer;Simon Hopkins, Neil Brooke, Joanne Archer, Derek McQuiston
Thriller;NA;NA;Horror, Thriller;6.1;Dallas Jackson;Noah Abbott, Johnny Alexander, Jessica Allain, Chet Anekwe
13 Graves;NA;NA;Horror;NA;John Langridge;Kevin Leslie, Morgan James, Jacob Anderton, Terri Dwyer
Blood Hunters: Rise of the Hybrids;80 min;NA;Action;NA;Vincent Soberano;Sarah Chang, Monsour Del Rosario, Vincent Soberano, Ian Ignacio
Dublin Oldschool;95 min;NA;Drama;7.2;Dave Tynan;Emmet Kirwan, Ian Lloyd Anderson, Seána Kerslake, Sarah Greene
Tel Aviv on Fire;100 min;NA;Comedy, Romance;7.4;Sameh Zoabi;Kais Nashif, Lubna Azabal, Yaniv Biton, Maisa Abd Elhadi
Janelle Monáe: Dirty Computer;49 min;NA;Music;8.2;Andrew Donoho, Chuck Lightning;Michele Hart, Jonah Lees, Janelle Monáe, Oliver Morton
Beyond White Space;93 min;NA;Sci-Fi, Thriller;NA;Ken Locsmandi;Holt McCallany, Zulay Henao, Dave Sheridan, James Devoti
À genoux les gars;98 min;NA;Comedy;4.7;Antoine Desrosières;Souad Arsane, Inas Chanti, Sidi Mejai, Mehdi Dahmane
Sunburn;85 min;NA;Horror, Mystery, Thriller;NA;Anthony Alleyne;Ryan Tonkin, Helena Antonio, Carlos Martín, Ania Marson
Chhakka Panja 3;NA;NA;Comedy;6.6;Deepa Shree Niraula;Kedar Ghimire, Deepak Raj Giri, Laxmi Giri, Kiran K.C.
Created Equal;91 min;NA;Drama, Thriller;5.7;Bill Duke;Aaron Tveit, Lou Diamond Phillips, Gregory Alan Williams, Edy Ganem
Las distancias;99 min;A;Drama;7.2;Elena Trapé;Alexandra Jiménez, Isak Férriz, Miki Esparbé, Bruno Sevilla
Payne & Redemption;120 min;NA;Action, Crime, Drama;NA;Fergle Gibson;Kylie Cushman, John Mangan, David Soul, James McCaffrey
Mountain Rest;NA;NA;Drama;8.6;Alex O Eaton;Natalia Dyer, Frances Conroy, Shawn Hatosy, Kate Lyn Sheil
I Love You, Hater;120 min;NA;Comedy;7.5;Giselle Andres;Joshua Garcia, Julia Barretto, Kris Aquino, Ronaldo Valdez
Tabineko ripôto;NA;NA;Drama;7.2;Kôichirô Miki;Sôta Fukushi, Alice Hirose, Tomoya Maeno, Mitsuki Takahata
Madame Mills, une voisine si parfaite;88 min;NA;Comedy;3.5;Sophie Marceau;Pierre Richard, Sophie Marceau, Nicolas Vaude, Bastien Ughetto
Spielmacher;NA;NA;Crime, Drama, Sport;6.8;Timon Modersohn;Natalia Avelon, Paul Faßnacht, Michael Hansmann, Johannes Krisch
Above the Clouds;87 min;NA;Comedy;7.4;Leon Chambers;Naomi Morris, Andrew Murton, Philip Jackson, Lacey Bond
Hipsters, Gangsters, Aliens and Geeks;90 min;NA;Comedy;NA;Richard Elfman;Bodhi Elfman, Rebecca Forsythe, Angeline-Rose Troy, Steve Agee
Sajjan Singh Rangroot;140 min;NA;Action, Biography, Drama;8.0;Pankaj Batra;Diljit Dosanjh, Yograj Singh, Sunanda Sharma, Jagjeet Sandhu
Killer Unicorn;NA;NA;Horror;NA;Drew Bolton;Alejandro La Rosa, Dennis Budesheim, Markus Kelle, Monica Bradley
Julemandens datter;NA;NA;Family;NA;Christian Dyekjær;Ella Testa Kusk, Peter Sejer Winther, Martin Buch, Mia Lyhne
The Sunday Night Slaughter;90 min;NA;Action, Comedy, Horror;NA;Edward Payson;Chad Addison, Maria Olsen, Corey Feldman, Felissa Rose
Serce nie sluga;89 min;NA;Comedy, Family, Romance;4.9;Filip Zylber;Roma Gasiorowska, Pawel Domagala, Tola Bialek, Klaudia Halejcio
On the Ropes;87 min;NA;Action;4.3;James Mark;Can Aydin, Phong Giang, Tina Pereira, Joseph Di Mambro
Pledges;77 min;NA;Comedy, Horror;3.4;D.J. Red;Arthur J. Davis, Tim Drier, Natassia Halabi, Ren Harris
Gaston Lagaffe;85 min;NA;Comedy;4.2;Pierre-François Martin-Laval;Théo Fernandez, Pierre-François Martin-Laval, Arnaud Ducret, Jérôme Commandeur
The Pool;91 min;NA;Action, Thriller;5.9;Ping Lumpraploeng;Theeradej Wongpuapan, Ratnamon Ratchiratham
The Final Girls;45 min;NA;Comedy, Horror;NA;Joseph Jones;Abby Borja, Joseph Jones, Hailee Borja, Junnean Perez
Grace & Goliath;93 min;NA;Drama;NA;Tony Mitchell;Emy Aneke, Savanna Burney Keatings, Jo Donnelly, Isaac Heslip
Guest Artist;NA;NA;Drama;NA;Timothy Busfield;Thomas Macias, Richard McWilliams, Erika Slezak, McKara Bechler
Lorelei;NA;NA;Drama;NA;Sabrina Doyle;NA
Silvat;45 min;NA;Drama, Romance;8.2;Tanuja Chandra;Kartik Aaryan, Amal Farooque, Maaman Memon, Meher Mistry
Daddy Issues;NA;NA;Drama;NA;Amara Cash;Madison Lawlor, Montana Manning, Andrew Pifko, Kamala Jones
Who Is My Husband;86 min;NA;Crime, Drama;5.1;Jonathan English;Amy Nuttall, Daniel Lapaine, Chloe Sweetlove, Dragan Micanovic
Vechtmeisje;84 min;NA;Action, Drama, Family;7.9;Johan Timmers;Aiko Beemsterboer, Ali Ben Horsting, Imanuelle Grives, Hilde De Baerdemaeker
Ternet Ninja;NA;NA;Animation;NA;Thorbjørn Christoffersen, Anders Matthesen;NA
Un Traductor;NA;NA;Drama;7.4;Rodrigo Barriuso, Sebastián Barriuso;Rodrigo Santoro, Maricel Álvarez, Milda Gecaite, Nataliya Rodina
Mi-sseu-baek;98 min;NA;Drama;6.8;Ji-won Lee;Ji-min Han, So-hyun Kwon, Hee-joon Lee
Steig. Nicht. Aus!;109 min;NA;Thriller;5.4;Christian Alvart;Wotan Wilke Möhring, Nora Huetz, Jasmina Al Zihairi, Fahri Yardim
The Reports on Sarah and Saleem;127 min;NA;Drama;7.5;Muayad Alayan;Maisa Abd Elhadi, Mohammad Eid, Kamel El Basha, Ishai Golan
A Dog & Pony Show;85 min;PG;Comedy, Family;3.0;Demetrius Navarro;Mae Whitman, Mira Sorvino, Ralph Macchio, Christopher Backus
Dakini;125 min;NA;Comedy, Thriller;7.3;Rahul Riji Nair;Sarasa Balussery, Indrans, Chemban Vinod Jose, Saiju Kurup
An Inspector Calls;90 min;NA;Drama, Mystery, Thriller;6.8;Jason Farries;Leona Clarke, Jason Farries, Martin Nadin, John Farries
Lost Holiday;NA;NA;Mystery;NA;Michael Kerry Matthews, Thomas Matthews;William Jackson Harper, Emily Mortimer, Joshua Leonard, Isiah Whitlock Jr.
Unhinged;95 min;NA;Thriller;4.1;Giorgio Serafini;Eric Balfour, Cherilyn Wilson, Sean Patrick Flanery, Luke Massy
Las dos caras de la mentira;90 min;NA;Thriller;5.5;Nadeem Soumah;Jen Lilley, Peter Douglas, Jason Olive, Nick Ballard
The Russian Bride;NA;NA;Thriller;NA;Michael S. Ojeda;Corbin Bernsen, Natasha Goubskaya, Gregory O'Gallagher, Kristina Pimenova
Nan ji jue lian;117 min;NA;Adventure, Drama;6.6;Youyin Wu;Mark Chao, Zishan Yang, Anastasia Berestova, Jao Felipe
The Islands;NA;NA;Adventure;NA;Timothy A. Chey;Teuira Shanti Napa, Mira Sorvino, Ricky Sua'ava, John Savage
Hodja fra Pjort;NA;NA;Animation, Family;6.7;Karsten Kiilerich;Vibeke Dueholm, Peter Frödin, Erik Holmey, Rebecca Rønde Kiilerich
Welcome to Hell;93 min;NA;Horror;4.5;Tony Newton, Sam Mason-Bell, Michael Aguiar, James Cullen Bressack, Brad Bruce, Colin Clarke, Henrik Bjerregaard Clausen, Jeff Kacmarynski;Bill Oberst Jr., Calico Cooper, Nicholas Adam Clark, Felissa Rose
Christmas on Holly Lane;NA;NA;Drama;NA;Michael Scott;Karen Holness, Jaime M. Callica, Giles Panton, Taylor Dianne Robinson
Firecrackers;93 min;NA;Drama;6.5;Jasmin Mozaffari;Michaela Kurimsky, Karena Evans, Callum Thompson, David Kingston
Alive;91 min;NA;Horror, Thriller;NA;Rob Grant;Thomas Cocquerel, Camille Stopps, Angus Macfadyen, Chantal Perron
Together;84 min;NA;Romance;8.4;Paul Duddridge;Sylvia Syms, Cathy Tyson, Peter Bowles, Juliet Cowan
The Belly of the Whale;83 min;NA;Crime, Drama;8.1;Morgan Bushe;Michael Smiley, Art Parkinson, Lewis MacDougall, Peter Coonan
Eat Me;95 min;NA;Drama, Horror, Mystery;4.4;Adrian Cruz;Michael Shamus Wiles, Brad Carter, Jacqueline Wright
Supa Modo;74 min;NA;Drama;8.2;Likarion Wainaina;Stycie Waweru, Marrianne Nungo, Nyawara Ndambia, Johnson Gitau Chege
Harmony;90 min;NA;Fantasy, Romance, Thriller;8.1;Corey Pearson;Eamon Farren, Jacqueline McKenzie, Lewis Fitz-Gerald, Tessa James
Ditte & Louise;103 min;NA;Comedy;7.5;Niclas Bendixen;Lotte Andersen, Anders W. Berthelsen, Morten Bjørn, Adam Brix
Deep Murder;NA;NA;Comedy;8.4;Nick Corirossi;Jessica Parker Kennedy, Jerry O'Connell, Katie Aselton, Christopher McDonald
Playing with Beethoven;NA;NA;Drama;NA;Jenn Page;Aric Floyd, Naomi Druskic, Shannon Elizabeth, Kadeem Hardison
Good Posture;NA;NA;Comedy, Drama;NA;Dolly Wells;Grace Van Patten, Emily Mortimer, Nat Wolff, Ebon Moss-Bachrach
Easy Does It;NA;NA;Adventure, Comedy, Crime;NA;Will Addison;Linda Hamilton, Bryan Batt, Ben Matheny, Dwight Henry
The Boat;100 min;NA;Thriller;7.6;Winston Azzopardi;Joe Azzopardi
Was uns nicht umbringt;129 min;NA;Drama;6.0;Sandra Nettelbeck;Christian Berkel, Bjarne Mädel, Mark Waschke, Deborah Kaufmann
Beneath a Sea of Lights;NA;NA;Crime, Drama;NA;Neel Kumar;Barkhad Abdi, Jim Sarbh, Jameel Khan, Meghana Mundkur
Killer Single Dad;NA;NA;Thriller;5.7;Robert Malenfant;Kaitlyn Black, Cameron Jebo, Robert Parks-Valletta, Paul Messinger
Mail Order Monster;89 min;NA;Drama, Family, Sci-Fi;9.2;Paulina Lagudi;Charisma Carpenter, Josh Hopkins, Emma Rayne Lyle, Madison Horcher
The Dig;97 min;NA;Thriller;8.2;Andy Tohill, Ryan Tohill;Moe Dunford, Francis Magee, Emily Taaffe, Lorcan Cranitch
Cats and Peachtopia;NA;NA;Animation;5.7;Gary Wang;NA
Son of Manjeet Singh;139 min;NA;Comedy;8.5;Vikram Grover;Japji Khaira, Gurpreet Ghuggi, Karamjit Anmol, B.N. Sharma
Asees;127 min;NA;Drama;8.8;Rana Ranbir;Rana Ranbir, Neha Pawar, Kuljinder Singh Sidhu, Rupinder Rupi
Podbrosy;95 min;NA;Crime, Drama;6.7;Ivan I. Tverdovskiy;Anna Slyu, Vilma Kutaviciute, Denis Vlasenko, Daniil Steklov
Photo de famille;98 min;NA;Comedy;6.1;Cécilia Rouaud;Vanessa Paradis, Camille Cottin, Pierre Deladonchamps, Jean-Pierre Bacri
Black Heart;60 min;NA;Comedy, Crime, Drama;NA;Juan Manuel Ribelli;Naty Menstrual, Roxana Randon, Daniel Valenzuela, Lucrecia Vichenza
Mayfair;91 min;NA;Action, Crime, Drama;NA;Sara Blecher;Jack Devnarain, Rajesh Gopie, Kelly-Eve Koopman, Ronak Patani
Beyond the Night;98 min;NA;Drama, Mystery, Thriller;NA;Jason Noto;Tammy Blanchard, Zane Holtz, Azhy Robertson, Caitlin Mehner
Boyz 2;122 min;NA;Comedy;7.6;Vishal Devrukhkar;Kishori Ambiye, Parth Bhalerao, Onkar Bhojane, Rohit Chavan
Battle;95 min;NA;Drama;7.4;Katarina Launing;Vebjørn Enger, Lisa Teige, Karen-Lise Mynster, Stig R. Amdam
Reaching Distance;NA;NA;Drama, Mystery, Thriller;7.7;David Fairhurst;Matt Day, Wade Briggs, Tara Morice, Morgan Griffin
The Silk Road;NA;NA;Crime, Drama;NA;Sandu Negrea;Levy Tran, Shu Sakimoto, Gina Hiraizumi, Tohoru Masamune
Estallido en Los Ángeles;NA;NA;Action, Adventure, Sci-Fi;3.4;Sean Cain;Matthew Atkinson, Lexi Johnson, Eric Etebari, Amy Paffrath
All Inclusive;92 min;NA;Comedy;6.8;Diego Levy, Pablo Levy;Alan Sabbagh, Julieta Zylberberg, Mike Amigorena, Marina Bellati
La Llorona;NA;NA;Thriller;NA;Patricia Harris Seeley;Danny Trejo, Autumn Reeser, Antonio Cupo, Edgar Wuotto
Jessica Forever;97 min;NA;Drama, Fantasy;3.9;Caroline Poggi, Jonathan Vinel;Aomi Muyock, Sebastian Urzendowsky, Augustin Raguenet, Lukas Ionesco
Asphaltgorillas;103 min;NA;Action, Comedy, Crime;6.1;Detlev Buck;Samuel Schneider, Ella Rumpf, Jannis Niewöhner, Kida Khodr Ramadan
Manos Returns;70 min;NA;Horror;7.0;Tonjia Atomic;Tom Neyman, Diane Adelson, George Stover, Jackey Neyman Jones
The Nursery;87 min;NA;Horror, Mystery, Thriller;2.8;Christopher A. Micklos, Jay Sapiro;Emmaline Friederichs, Madeline Conway, Carly Rae James Sauer, Marco Lama
The Last Breakfast Club;NA;NA;Musical;NA;Bradley Bredeweg, Chán André;Garrett Clayton, Jimmy Ray Bennett, Max Ehrich, Jonah Platt
Skin in the Game;NA;NA;Thriller;NA;Adisa;Sammi Hanratty, Elisabeth Harnois, Gideon Adlon, Angélica Celaya
Dracula in Love;83 min;NA;Fantasy, Horror;2.2;Izidore K. Musallam;Youssef Abed-Alnour, Amy Cruichshank, Josh Maltin, Cailey Muise
Tito e gli alieni;NA;NA;Comedy, Sci-Fi;6.0;Paola Randi;Valerio Mastandrea, Clémence Poésy, Luca Esposito, Chiara Stella Riccio
Yuli;109 min;NA;Biography, Drama, Music;7.5;Icíar Bollaín;Carlos Acosta, Santiago Alfonso, Carlos Enrique Almirante, Laura De la Uz
Les aventures de Spirou et Fantasio;89 min;NA;Adventure, Comedy;3.4;Alexandre Coffre;Thomas Solivérès, Alex Lutz, Géraldine Nakache, Christian Clavier
Mr. Chandramouli;139 min;NA;Comedy, Romance, Sport;5.4;Thiru;Gautham Karthik, Regina Cassandra, Varalaxmi Sarathkumar, J. Mahendran
Ride Hard: Live Free;93 min;NA;Action, Adventure, Drama;NA;Tony Mendoza;Darwin Andoe, Aidan T.K. Baker, Anthony V. Borgia, Jeff Chaz
